03-05, Pit, Southern Kitchen, Seasoned Scrambled Eggs, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Red Grapefruit, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Seedless Raisins, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Housemade Cinnamon-Honey Granola, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Honey, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Flax Seed, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Chia Seeds, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Dried Cranberries, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Blueberries, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Diced Mango, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Mixed Berry Mojo Smoothie, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Spring Break Smoothie, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Strawberry Banana Smoothie, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Peachy Keen Smoothie, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Endless Summer Smoothie, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Orange Cream Dream Smoothie, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Apples, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Oranges, Breakfast (7am-11am)
03-08, Pit, Chobani Yogurt And Fruit, Bananas, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, 2% Milk, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Skim Milk, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Chocolate Milk, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Brewed Coffee, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Madagascar Vanilla Coffee Creamer, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Salted Caramel Coffee Creamer, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Cinnamon Churro Coffee Creamer, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Uproot Oatmilk, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Uproot Chocolate Peamilk, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Uproot Soymilk, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Tractor Beverage Strawberry Dragonfruit, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Tractor Beverage Mango, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Tractor Beverage Unsweet Tea, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Tractor Beverage Farmer's Punch, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Tractor Beverage Mandarin Cardamom, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Rice Chex Cereal, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Cheerios Cereal, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Lucky Charms Cereal, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Froot Loops Cereal, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Apple Jacks Cereal, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Cinnamon Toast Crunch Cereal, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Rice Krispies, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Cocoa Puffs, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Raisin Bran Cereal, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Vanilla Soft Serve Ice Cream, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Chocolate Soft Serve Ice Cream, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Vanilla Frozen Yogurt, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Chocolate Frozen Yogurt, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Golden Malted Waffle, Breakfast (7am-11am)
03-08, Pit, Self Serve Options, Pancake & Waffle Syrup, Breakfast (7am-11am)
03-08, Pit, Southern Kitchen, Battered Cod, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen, House Seasoned Steak Fries, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen, Garlic Green Beans, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen, Old-Fashioned Coleslaw, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen, Tartar Sauce, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen, Pickled Red Onions, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen Corner, Corn Fritters, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen Corner, Honey Butter, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen Corner, Chipotle Ketchup, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen Corner, Roasted Pepper Pimento Cheese, Lunch (11am-2pm)
03-08, Pit, Southern Kitchen Corner, Microgreens, Lunch (11am-2pm)
03-08, Pit, Allgood, Grilled Harissa Chicken, Lunch (11am-2pm)
03-08, Pit, Allgood, Jasmine Rice, Lunch (11am-2pm)
03-08, Pit, Allgood, Roasted Brussels Sprouts, Lunch (11am-2pm)
03-08, Pit, Allgood, Roasted Eggplant & Zucchini, Lunch (11am-2pm)
03-08, Pit, Allgood - Creation Station, Red Lentil Penne, Lunch (11am-2pm)
03-08, Pit, Allgood - Creation Station, Marinara Sauce, Lunch (11am-2pm)
03-08, Pit, Allgood - Creation Station, Diced Chicken, Lunch (11am-2pm)
03-08, Pit, Allgood - Creation Station, Sauteed Mushrooms, Lunch (11am-2pm)
03-08, Pit, Allgood - Creation Station, Sauteed Peppers & Onions, Lunch (11am-2pm)
03-08, Pit, Allgood - Creation Station, Kale & Chickpea Saute, Lunch (11am-2pm)
03-08, Pit, Allgood - Salad Bar, Fresh Fruit Salad, Lunch (11am-2pm)
03-08, Pit, Allgood - Salad Bar, Mandarin Oranges, Lunch (11am-2pm)
03-08, Pit, Allgood - Salad Bar, Blueberries, Lunch (11am-2pm)
03-08, Pit, Allgood - Salad Bar, Sliced Strawberries, Lunch (11am-2pm)
03-08, Pit, Allgood - Salad Bar, Sunflower Seeds, Lunch (11am-2pm)
03-08, Pit, Allgood - Salad Bar, Fresh Mint, Lunch (11am-2pm)
03-08, Pit, Allgood - Salad Bar, Honey, Lunch (11am-2pm)
03-08, Pit, Allgood - Salad Bar, Chia Seeds, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Just® Scrambled Eggs, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Chipotle Black Bean Burger Patty, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Seasoned Home Fries, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Hamburger Roll, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Vegan Sriracha Mayo, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Leaf Lettuce, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Sliced Tomatoes, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Daiya Cheddar Cheese Slice, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Pickled Red Onion, Lunch (11am-2pm)
03-08, Pit, Vegan Station, Vegetable Bean Soup, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Chef's Special, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Grilled Seasoned Chicken Breast, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Fresh Cut Fries, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Beyond Burger Patty, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Turkey Burger Patty, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Gardenburger Black Bean Patty, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Hamburger Roll, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, American Cheese, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Sliced Swiss Cheese, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Sliced Pepperjack Cheese, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Leaf Lettuce, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Sliced Tomatoes, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Sliced Red Onions, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Dill Pickle Slices, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Chipotle Mayonnaise, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Ranch Dressing, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Pico de Gallo, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Whole Grain Mustard, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Jalepeno Pepper Pimento Cheese, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Bacon Onion Jam, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Old-Fashioned Coleslaw, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Dill Pickle Spears, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Pickled Red Onion, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Pickled Carrot, Lunch (11am-2pm)
03-08, Pit, Black & Gold Grill, Pickled Okra, Lunch (11am-2pm)
03-08, Pit, International Grill, Baked BBQ Chicken Leg Quarter, Lunch (11am-2pm)
03-08, Pit, International Grill, Spicy Collard Greens with Bacon, Lunch (11am-2pm)
03-08, Pit, International Grill, Memphis BBQ Baked Beans, Lunch (11am-2pm)
03-08, Pit, International Grill, Grilled Corn on the Cob, Lunch (11am-2pm)
03-08, Pit, International Grill, Homestyle Macaroni Salad, Lunch (11am-2pm)
03-08, Pit, International Grill, Lexington Slaw, Lunch (11am-2pm)
03-08, Pit, International Grill, Classic Bean Salad, Lunch (11am-2pm)
03-08, Pit, International Grill, Rodney Scott's Potato Salad, Lunch (11am-2pm)
03-08, Pit, International Grill - Continued, Mac & Cheese, Lunch (11am-2pm)
03-08, Pit, International Grill - Continued, Housemade Hushpuppies, Lunch (11am-2pm)
03-08, Pit, Hearthstone Freshly Made Pizza, Mushroom & Onion Pizza, Lunch (11am-2pm)
03-08, Pit, Hearthstone Freshly Made Pizza, Ham & Feta Pizza, Lunch (11am-2pm)
03-08, Pit, Hearthstone Freshly Made Pizza, Cheese Pizza, Lunch (11am-2pm)
03-08, Pit, Hearthstone Freshly Made Pizza, Pepperoni Pizza, Lunch (11am-2pm)
03-08, Pit, Create Your Own Flatbread Pizza, Flatbread, Lunch (11am-2pm)
03-08, Pit, Create Your Own Flatbread Pizza, Seasoned Cauliflower Pizza Crust, Lunch (11am-2pm)
03-08, Pit, Create Your Own Flatbread Pizza, Marinara Sauce, Lunch (11am-2pm)
03-08, Pit, Create Your Own Flatbread Pizza, Crumbled Sausage, Lunch (11am-2pm)
03-08, Pit, Create Your Own Flatbread Pizza, Pepperoni, Lunch (11am-2pm)
03-08, Pit, Create Your Own Flatbread Pizza, Shredded Mozzarella Cheese, Lunch (11am-2pm)
03-08, Pit, Today's Pasta Specials, Spaghetti Carbonara, Lunch (11am-2pm)
03-08, Pit, Today's Pasta Specials, Blueberry Arugula Farro Salad, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Whole Grain Penne Pasta, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Cavatappi, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Linguine, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Gluten Free Penne Pasta, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Marinara Sauce, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Homemade Alfredo Sauce, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Bolognese Sauce, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Basil Pesto, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Butter, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Minced Garlic, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Diced Seasoned Chicken, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Crumbled Sausage, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Crumbled Chorizo Sausage, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Pepperoni, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Diced Tofu, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Mussels, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Baby Spinach, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Broccoli Florets, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Diced Tomatoes, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Sweet Corn, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Green Peas, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Edamame, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Sliced Black Olives, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Diced Yellow Onion, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Roasted Red Peppers, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Artichoke Hearts, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Sun-Dried Tomatoes, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Diced Mixed Bell Peppers, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Mushrooms, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Shredded Parmesan Cheese, Lunch (11am-2pm)
03-08, Pit, Pastabilities, Breadsticks, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Fresh Cracked Scrambled Egg, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Cage Free Egg Whites, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Crumbled Sausage, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Crumbled Chorizo Sausage, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Diced Ham, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Real Bacon Pieces, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Shredded Cheddar Cheese, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Steamed Diced Red Potatoes, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Feta Cheese, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Broccoli Florets, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Baby Spinach, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Mushrooms, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Diced Mixed Bell Peppers, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Fire-Roasted Salsa, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Diced Tomatoes, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Pico de Gallo, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Diced Yellow Onion, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Sliced Black Olives, Lunch (11am-2pm)
03-08, Pit, Create Your Own Omelette, Jalapeno Peppers, Lunch (11am-2pm)
03-08, Pit, Freshly Made Hot Bowl Of..., Creamy Corn Chowder, Lunch (11am-2pm)
03-08, Pit, Freshly Made Hot Bowl Of..., Chicken Noodle Soup, Lunch (11am-2pm)
03-08, Pit, Deli Specials, Salmon Salad, Lunch (11am-2pm)
03-08, Pit, Deli Specials, Giardiniera Pasta Salad, Lunch (11am-2pm)
03-08, Pit, Deli Specials, Mango Quinoa Salad, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Turkey Breast, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Virginia Ham, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Roast Beef, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Salami, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Deli Pepperoni, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Cheddar Cheese, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Pepperjack Cheese, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Provolone Cheese, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Leaf Lettuce, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Baby Spinach, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Tomatoes, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Cucumber, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Red Onions, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Dill Pickle Slices, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Bell Peppers, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Banana Peppers, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Sliced Black Olives, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Avocado, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Hummus, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Basil Pesto, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Honey Mustard Dressing, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Mayonnaise, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Chipotle Mayonnaise, Lunch (11am-2pm)
03-08, Pit, Marketplace Deli, Signature Chips, Lunch (11am-2pm)
03-08, Pit, Select Breads, White Bread Slice, Lunch (11am-2pm)
03-08, Pit, Select Breads, Wheat Bread Slice, Lunch (11am-2pm)
03-08, Pit, Select Breads, Multigrain Bread Slice, Lunch (11am-2pm)
03-08, Pit, Select Breads, Rye Bread Slice, Lunch (11am-2pm)
03-08, Pit, Select Breads, Ciabatta Roll, Lunch (11am-2pm)
03-08, Pit, Select Breads, Spinach and Herb Tortilla, Lunch (11am-2pm)
03-08, Pit, Select Breads, Tomato Basil Wrap, Lunch (11am-2pm)
03-08, Pit, Select Breads, Flour Tortilla, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Plain Bagel, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Whole Wheat Bagel, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Blueberry Bagel, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Cinnamon Raisin Bagel, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Sesame Bagel, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Everything Bagel, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Orange Marmalade, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Strawberry Preserves, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Sun Butter, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Whipped Cream Cheese, Lunch (11am-2pm)
03-08, Pit, Bagel Station, Whipped Butter, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Plain Nonfat Greek Yogurt, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Nonfat Vanilla Greek Yogurt, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Nonfat Strawberry Greek Yogurt, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Cantaloupe, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Honeydew Melon, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Pineapple, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Red & Green Grapes, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Red Grapefruit, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Seedless Raisins, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Housemade Cinnamon-Honey Granola, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Honey, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Flax Seed, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Chia Seeds, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Dried Cranberries, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Blueberries, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Diced Mango, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Mixed Berry Mojo Smoothie, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Spring Break Smoothie, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Strawberry Banana Smoothie, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Peachy Keen Smoothie, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Endless Summer Smoothie, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Orange Cream Dream Smoothie, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Apples, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Oranges, Lunch (11am-2pm)
03-08, Pit, Chobani Yogurt And Fruit, Bananas, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Romaine Lettuce, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Chopped Iceberg Lettuce, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Field Greens, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Baby Spinach, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Couscous, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Barley, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Shrimp Orzo Salad, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Greek Chickpea Salad, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Grape Tomatoes, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Shredded Carrots, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Sliced Cucumber, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Broccoli Florets, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Cauliflower Florets, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Mushrooms, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, French Fried Onions, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Goldfish (R) Crackers, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Seasoned Croutons, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Sunflower Seeds, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Greens & Grains, Pumpkin Seeds, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Housemade Dressings, Ranch Dressing, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Housemade Dressings, Honey Mustard Dressing, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Housemade Dressings, Caesar Dressing, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Housemade Dressings, Balsamic Vinaigrette, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Housemade Dressings, Blue Cheese Dressing, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Housemade Dressings, Honey Berry Vinaigrette, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Housemade Dressings, Creamy Herbed Vinaigrette Dressing, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Proteins & More Greens, Sliced Grilled Chicken, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Proteins & More Greens, Flaked Salmon, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Proteins & More Greens, Diced Fried Tofu, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Proteins & More Greens, Fresh Mozzarella, Lunch (11am-2pm)
03-08, Pit, Performance Dining - Proteins & More Greens, Shredded Cheddar Cheese, Lunch (11am-2pm)
